subnum, condition, task, order, trial,interference,date,max,exponent,threshold,correct,rt1,rt2,r,addends,sum,digits,int_score,trial_time
10,blindfold,blindfold,3,7,0,20130815T134639,6.90E+00,1.20E+00,5,1,1.11,1.57,11,1,11,1  7  3,-1,4.41E+00
10,blindfold,blindfold,3,8,0,20130815T134639,8.59E+00,1.20E+00,6,1,1.59,2.39,19,1,19,8  4  7,-1,5.31E+00
10,blindfold,blindfold,3,9,0,20130815T134639,1.03E+01,1.20E+00,7,1,2.53,3.06,24,1,24,6  9  9,-1,5.97E+00
10,blindfold,blindfold,3,10,0,20130815T134639,1.21E+01,1.20E+00,8,1,15.1,15.61,31,1,31,9  13   9,-1,1.85E+01
10,blindfold,blindfold,3,11,0,20130815T134639,1.40E+01,1.20E+00,9,1,4.04,4.77,25,1,25,9  13   3,-1,8.05E+00
10,blindfold,blindfold,3,12,0,20130815T134639,1.58E+01,1.20E+00,10,1,3.01,3.47,26,1,26,4  15   7,-1,6.86E+00
10,blindfold,blindfold,3,13,0,20130815T134639,1.78E+01,1.20E+00,11,0,5.17,5.87,32,1,39,13  18   8,-1,8.95E+00
10,blindfold,blindfold,3,14,0,20130815T134639,1.58E+01,1.20E+00,10,1,10.59,11.03,31,1,31,12  15   4,-1,1.40E+01
10,blindfold,blindfold,3,15,0,20130815T134639,1.78E+01,1.20E+00,11,1,8.43,9.13,39,1,39,17  18   4,-1,1.22E+01
10,blindfold,blindfold,3,16,0,20130815T134639,1.97E+01,1.20E+00,12,1,2.81,3.28,34,1,34,10  21   3,-1,6.12E+00
10,blindfold,blindfold,3,17,0,20130815T134639,2.17E+01,1.20E+00,13,1,3.49,4.27,44,1,44,2  21  21,-1,7.32E+00
10,blindfold,blindfold,3,18,0,20130815T134639,2.37E+01,1.20E+00,14,1,7.15,7.83,39,1,39,15  23   1,-1,1.08E+01
10,blindfold,blindfold,3,19,0,20130815T134639,2.58E+01,1.20E+00,15,1,2.18,2.87,47,1,47,17   5  25,-1,5.99E+00
10,blindfold,blindfold,3,20,0,20130815T134639,2.79E+01,1.20E+00,16,1,2.85,3.56,53,1,53,11  14  28,-1,6.53E+00
10,blindfold,blindfold,3,21,0,20130815T134639,3.00E+01,1.20E+00,17,1,4.57,5.25,88,1,88,28  30  30,-1,8.12E+00
10,blindfold,blindfold,3,22,0,20130815T134639,3.21E+01,1.20E+00,18,1,5.64,6.25,42,1,42,3  32   7,-1,9.19E+00
10,blindfold,blindfold,3,23,0,20130815T134639,3.42E+01,1.20E+00,19,1,4.86,5.36,78,1,78,35  13  30,-1,8.35E+00
10,blindfold,blindfold,3,24,0,20130815T134639,3.64E+01,1.20E+00,20,0,15.93,17.19,110,1,80,14  30  36,-1,2.02E+01
10,blindfold,blindfold,3,25,0,20130815T134639,3.42E+01,1.20E+00,19,1,6.59,7.16,68,1,68,34  24  10,-1,1.01E+01
10,blindfold,blindfold,3,26,0,20130815T134639,3.64E+01,1.20E+00,20,0,12.92,13.4,53,1,83,23  25  35,-1,1.66E+01
10,blindfold,blindfold,3,27,0,20130815T134639,3.42E+01,1.20E+00,19,0,30,30.11,-1,1,83,31  18  34,-1,3.32E+01
10,blindfold,blindfold,3,28,0,20130815T134639,3.21E+01,1.20E+00,18,1,12.97,13.51,65,1,65,23  32  10,-1,1.64E+01
10,blindfold,blindfold,3,29,0,20130815T134639,3.42E+01,1.20E+00,19,0,17.43,17.97,47,1,57,18   5  34,-1,2.10E+01
10,blindfold,blindfold,3,30,0,20130815T134639,3.21E+01,1.20E+00,18,0,9.25,9.93,55,1,75,23  19  33,-1,1.30E+01
10,blindfold,blindfold,3,31,0,20130815T134639,3.00E+01,1.20E+00,17,1,15.07,15.59,58,1,58,15  31  12,-1,1.86E+01
10,blindfold,blindfold,3,32,0,20130815T134639,3.21E+01,1.20E+00,18,1,10.17,10.72,67,1,67,31  14  22,-1,1.38E+01
10,blindfold,blindfold,3,33,0,20130815T134639,3.42E+01,1.20E+00,19,0,15.53,16,94,1,93,35  32  26,-1,1.92E+01
10,blindfold,blindfold,3,34,0,20130815T134639,3.21E+01,1.20E+00,18,1,12.26,12.72,65,1,65,22  31  12,-1,1.57E+01
10,blindfold,blindfold,3,35,0,20130815T134639,3.42E+01,1.20E+00,19,0,8.84,9.43,97,1,87,30  34  23,-1,1.25E+01
10,blindfold,blindfold,3,36,0,20130815T134639,3.21E+01,1.20E+00,18,1,15.01,16.89,58,1,58,4  22  32,-1,1.99E+01
10,blindfold,blindfold,3,37,0,20130815T134639,3.42E+01,1.20E+00,19,1,9.38,10.23,72,1,72,18  34  20,-1,1.32E+01
10,blindfold,blindfold,3,38,0,20130815T134639,3.64E+01,1.20E+00,20,1,4.35,4.76,68,1,68,36  16  16,-1,7.95E+00
11,blindfold,blindfold,4,1,0,20130819T105234,3,1.20E+00,1,1,0.92,1.31,8,1,8,3  1  4,-1,4.42E+00
11,blindfold,blindfold,4,2,0,20130819T105234,3,1.20E+00,1,1,1.38,1.68,6,1,6,2  3  1,-1,4.26E+00
11,blindfold,blindfold,4,3,0,20130819T105234,3,1.20E+00,1,1,3.62,4.17,10,1,10,4  3  3,-1,6.98E+00
11,blindfold,blindfold,4,4,0,20130819T105234,2.30E+00,1.20E+00,2,1,6.48,6.95,7,1,7,3  2  2,-1,9.41E+00
11,blindfold,blindfold,4,5,0,20130819T105234,3.74E+00,1.20E+00,3,1,1.85,2.37,9,1,9,4  4  1,-1,5.18E+00
11,blindfold,blindfold,4,6,0,20130819T105234,5.28E+00,1.20E+00,4,1,0.97,1.77,13,1,13,6  4  3,-1,4.61E+00
11,blindfold,blindfold,4,7,0,20130819T105234,6.90E+00,1.20E+00,5,1,1.53,2.08,12,1,12,5  1  6,-1,4.90E+00
11,blindfold,blindfold,4,8,0,20130819T105234,8.59E+00,1.20E+00,6,1,4.88,5.56,17,1,17,3  9  5,-1,8.39E+00
11,blindfold,blindfold,4,9,0,20130819T105234,1.03E+01,1.20E+00,7,1,7.77,8.44,23,1,23,5  11   7,-1,1.14E+01
11,blindfold,blindfold,4,10,0,20130819T105234,1.21E+01,1.20E+00,8,1,3.81,4.37,20,1,20,6   3  11,-1,7.17E+00
11,blindfold,blindfold,4,11,0,20130819T105234,1.40E+01,1.20E+00,9,1,5,5.86,37,1,37,13  11  13,-1,8.86E+00
11,blindfold,blindfold,4,12,0,20130819T105234,1.58E+01,1.20E+00,10,1,5.57,6.24,37,1,37,14   6  17,-1,9.40E+00
11,blindfold,blindfold,4,13,0,20130819T105234,1.78E+01,1.20E+00,11,1,9.5,10.13,40,1,40,11  11  18,-1,1.31E+01
11,blindfold,blindfold,4,14,0,20130819T105234,1.97E+01,1.20E+00,12,1,2.18,2.78,25,1,25,20   2   3,-1,5.41E+00
11,blindfold,blindfold,4,15,0,20130819T105234,2.17E+01,1.20E+00,13,1,9.28,10.13,38,1,38,2  23  13,-1,1.30E+01
11,blindfold,blindfold,4,16,0,20130819T105234,2.37E+01,1.20E+00,14,1,5.5,6.55,58,1,58,24  24  10,-1,9.48E+00
11,blindfold,blindfold,4,17,0,20130819T105234,2.58E+01,1.20E+00,15,1,16.87,17.59,35,1,35,6  26   3,-1,2.05E+01
11,blindfold,blindfold,4,18,0,20130819T105234,2.79E+01,1.20E+00,16,0,5.51,5.77,5,1,52,2  29  21,-1,8.61E+00
11,blindfold,blindfold,4,19,0,20130819T105234,2.58E+01,1.20E+00,15,1,9.87,10.52,51,1,51,26  21   4,-1,1.37E+01
11,blindfold,blindfold,4,20,0,20130819T105234,2.79E+01,1.20E+00,16,1,9.35,10.04,76,1,76,25  24  27,-1,1.32E+01
11,blindfold,blindfold,4,21,0,20130819T105234,3.00E+01,1.20E+00,17,1,9.97,10.72,56,1,56,9  17  30,-1,1.37E+01
11,blindfold,blindfold,4,22,0,20130819T105234,3.21E+01,1.20E+00,18,1,11.43,12.12,66,1,66,24  11  31,-1,1.51E+01
11,blindfold,blindfold,4,23,0,20130819T105234,3.42E+01,1.20E+00,19,0,9.94,10.63,85,1,75,17  33  25,-1,1.38E+01
11,blindfold,blindfold,4,24,0,20130819T105234,3.21E+01,1.20E+00,18,1,15.31,16.19,64,1,64,19  32  13,-1,1.93E+01
11,blindfold,blindfold,4,25,0,20130819T105234,3.42E+01,1.20E+00,19,1,12.26,12.81,66,1,66,21  12  33,-1,1.58E+01
11,blindfold,blindfold,4,26,0,20130819T105234,3.64E+01,1.20E+00,20,1,2.57,3.28,65,1,65,15  15  35,-1,6.43E+00
11,blindfold,blindfold,4,27,0,20130819T105234,3.86E+01,1.20E+00,21,0,19.77,24.55,0,1,79,39   7  33,-1,2.76E+01
11,blindfold,blindfold,4,28,0,20130819T105234,3.64E+01,1.20E+00,20,1,11.1,11.72,86,1,86,20  31  35,-1,1.47E+01
11,blindfold,blindfold,4,29,0,20130819T105234,3.86E+01,1.20E+00,21,1,15.39,16,83,1,83,21  23  39,-1,1.92E+01
11,blindfold,blindfold,4,30,0,20130819T105234,4.08E+01,1.20E+00,22,0,25.46,26.61,127,1,117,38  40  39,-1,2.96E+01
11,blindfold,blindfold,4,31,0,20130819T105234,3.86E+01,1.20E+00,21,1,13.49,14.11,87,1,87,37  12  38,-1,1.72E+01
11,blindfold,blindfold,4,32,0,20130819T105234,4.08E+01,1.20E+00,22,0,16.63,17.49,72,1,87,29  16  42,-1,2.05E+01
11,blindfold,blindfold,4,33,0,20130819T105234,3.86E+01,1.20E+00,21,1,26.86,27.72,81,1,81,10  39  32,-1,3.07E+01
11,blindfold,blindfold,4,34,0,20130819T105234,4.08E+01,1.20E+00,22,1,16.61,17.49,102,1,102,25  37  40,-1,2.05E+01
11,blindfold,blindfold,4,35,0,20130819T105234,4.31E+01,1.20E+00,23,1,17.62,18.67,111,1,111,44  40  27,-1,2.17E+01
12,blindfold,blindfold,4,1,0,20140129T175527,3,1.20E+00,1,1,2.26,2.68,8,1,8,3  3  2,-1,5.60E+00
12,blindfold,blindfold,4,2,0,20140129T175527,3,1.20E+00,1,1,1.99,2.38,8,1,8,3  4  1,-1,5.07E+00
12,blindfold,blindfold,4,3,0,20140129T175527,3,1.20E+00,1,1,2.15,2.59,7,1,7,3  2  2,-1,5.01E+00
12,blindfold,blindfold,4,4,0,20140129T175527,2.30E+00,1.20E+00,2,1,2.73,3.07,5,1,5,1  2  2,-1,5.43E+00
12,blindfold,blindfold,4,5,0,20140129T175527,3.74E+00,1.20E+00,3,1,3.44,3.97,11,1,11,5  2  4,-1,6.69E+00
12,blindfold,blindfold,4,6,0,20140129T175527,5.28E+00,1.20E+00,4,1,5.03,5.36,7,1,7,2  1  4,-1,7.89E+00
12,blindfold,blindfold,4,7,0,20140129T175527,6.90E+00,1.20E+00,5,1,4.28,4.86,17,1,17,4  6  7,-1,7.76E+00
12,blindfold,blindfold,4,8,0,20140129T175527,8.59E+00,1.20E+00,6,1,6.59,7.16,13,1,13,9  3  1,-1,9.78E+00
12,blindfold,blindfold,4,9,0,20140129T175527,1.03E+01,1.20E+00,7,1,3.1,3.87,27,1,27,10   7  10,-1,6.52E+00
12,blindfold,blindfold,4,10,0,20140129T175527,1.21E+01,1.20E+00,8,1,2.4,3.08,24,1,24,13   7   4,-1,6.05E+00
12,blindfold,blindfold,4,11,0,20140129T175527,1.40E+01,1.20E+00,9,0,12.72,13.3,32,1,37,14  15   8,-1,1.63E+01
12,blindfold,blindfold,4,12,0,20140129T175527,1.21E+01,1.20E+00,8,1,7.75,8.34,26,1,26,11   4  11,-1,1.12E+01
12,blindfold,blindfold,4,13,0,20140129T175527,1.40E+01,1.20E+00,9,1,13.91,14.51,25,1,25,2  14   9,-1,1.73E+01
12,blindfold,blindfold,4,14,0,20140129T175527,1.58E+01,1.20E+00,10,1,1.33,2.28,27,1,27,3  17   7,-1,5.20E+00
12,blindfold,blindfold,4,15,0,20140129T175527,1.78E+01,1.20E+00,11,1,19.45,20.07,41,1,41,18   7  16,-1,2.31E+01
12,blindfold,blindfold,4,16,0,20140129T175527,1.97E+01,1.20E+00,12,1,2.17,2.68,33,1,33,20   3  10,-1,5.35E+00
12,blindfold,blindfold,4,17,0,20140129T175527,2.17E+01,1.20E+00,13,0,9.14,9.63,49,1,39,12  21   6,-1,1.25E+01
12,blindfold,blindfold,4,18,0,20140129T175527,1.97E+01,1.20E+00,12,0,6.63,7.25,35,1,33,8   4  21,-1,1.01E+01
12,blindfold,blindfold,4,19,0,20140129T175527,1.78E+01,1.20E+00,11,1,9.98,10.62,36,1,36,17  11   8,-1,1.35E+01
12,blindfold,blindfold,4,20,0,20140129T175527,1.97E+01,1.20E+00,12,0,21.33,21.95,25,1,32,7   6  19,-1,2.49E+01
12,blindfold,blindfold,4,21,0,20140129T175527,1.78E+01,1.20E+00,11,1,5.33,5.87,26,1,26,6  17   3,-1,8.76E+00
12,blindfold,blindfold,4,22,0,20140129T175527,1.97E+01,1.20E+00,12,1,2.49,3.28,38,1,38,9   9  20,-1,6.10E+00
12,blindfold,blindfold,4,23,0,20140129T175527,2.17E+01,1.20E+00,13,1,8.53,9.03,59,1,59,21  20  18,-1,1.20E+01
12,blindfold,blindfold,4,24,0,20140129T175527,2.37E+01,1.20E+00,14,1,10.11,10.62,49,1,49,15  25   9,-1,1.37E+01
12,blindfold,blindfold,4,25,0,20140129T175527,2.58E+01,1.20E+00,15,1,2.67,3.77,47,1,47,17  25   5,-1,6.83E+00
12,blindfold,blindfold,4,26,0,20140129T175527,2.79E+01,1.20E+00,16,1,11.7,12.3,71,1,71,27  22  22,-1,1.54E+01
12,blindfold,blindfold,4,27,0,20140129T175527,3.00E+01,1.20E+00,17,1,8.83,9.93,63,1,63,2  31  30,-1,1.27E+01
12,blindfold,blindfold,4,28,0,20140129T175527,3.21E+01,1.20E+00,18,1,8.44,9.03,94,1,94,31  32  31,-1,1.22E+01
12,blindfold,blindfold,4,29,0,20140129T175527,3.42E+01,1.20E+00,19,1,9.99,10.53,51,1,51,9   8  34,-1,1.34E+01
12,blindfold,blindfold,4,30,0,20140129T175527,3.64E+01,1.20E+00,20,1,8.21,8.83,94,1,94,30  27  37,-1,1.19E+01
12,blindfold,blindfold,4,31,0,20140129T175527,3.86E+01,1.20E+00,21,0,12.56,13.62,77,1,75,1  36  38,-1,1.66E+01
12,blindfold,blindfold,4,32,0,20140129T175527,3.64E+01,1.20E+00,20,1,17.78,18.38,63,1,63,37   2  24,-1,2.13E+01
12,blindfold,blindfold,4,33,0,20140129T175527,3.86E+01,1.20E+00,21,1,4.72,6.95,60,1,60,38   4  18,-1,9.93E+00
12,blindfold,blindfold,4,34,0,20140129T175527,4.08E+01,1.20E+00,22,0,15.22,15.91,96,1,86,8  37  41,-1,1.89E+01
12,blindfold,blindfold,4,35,0,20140129T175527,3.86E+01,1.20E+00,21,0,16.73,17.38,60,1,64,39  10  15,-1,2.04E+01
12,blindfold,blindfold,4,36,0,20140129T175527,3.64E+01,1.20E+00,20,0,19.38,20.06,81,1,69,12  36  21,-1,2.30E+01
12,blindfold,blindfold,4,37,0,20140129T175527,3.42E+01,1.20E+00,19,1,8.64,9.24,63,1,63,7  34  22,-1,1.22E+01
13,blindfold,blindfold,3,1,0,20140207T161746,3,1.20E+00,1,1,0.88,1.38,6,1,6,2  1  3,-1,5.00E+00
13,blindfold,blindfold,3,2,0,20140207T161746,3,1.20E+00,1,1,2.23,2.67,7,1,7,2  2  3,-1,5.25E+00
13,blindfold,blindfold,3,3,0,20140207T161746,3,1.20E+00,1,1,1.65,1.98,5,1,5,1  2  2,-1,4.48E+00
13,blindfold,blindfold,3,4,0,20140207T161746,2.30E+00,1.20E+00,2,1,1.32,1.68,3,1,3,1  1  1,-1,4.35E+00
13,blindfold,blindfold,3,5,0,20140207T161746,3.74E+00,1.20E+00,3,1,1.95,2.87,11,1,11,5  2  4,-1,5.68E+00
13,blindfold,blindfold,3,6,0,20140207T161746,5.28E+00,1.20E+00,4,1,0.76,1.3,11,1,11,5  5  1,-1,4.13E+00
13,blindfold,blindfold,3,7,0,20140207T161746,6.90E+00,1.20E+00,5,1,2.38,2.97,16,1,16,2  7  7,-1,5.83E+00
13,blindfold,blindfold,3,8,0,20140207T161746,8.59E+00,1.20E+00,6,1,0.8,1.49,19,1,19,9  1  9,-1,4.35E+00
13,blindfold,blindfold,3,9,0,20140207T161746,1.03E+01,1.20E+00,7,1,3.08,4.87,23,1,23,11   7   5,-1,7.79E+00
13,blindfold,blindfold,3,10,0,20140207T161746,1.21E+01,1.20E+00,8,1,5.01,5.57,33,1,33,11  11  11,-1,8.46E+00
13,blindfold,blindfold,3,11,0,20140207T161746,1.40E+01,1.20E+00,9,1,2.72,3.57,28,1,28,1  13  14,-1,6.69E+00
13,blindfold,blindfold,3,12,0,20140207T161746,1.58E+01,1.20E+00,10,0,6.71,7.44,46,1,36,14   7  15,-1,1.06E+01
13,blindfold,blindfold,3,13,0,20140207T161746,1.40E+01,1.20E+00,9,0,7.4,8.35,37,1,27,3  13  11,-1,1.13E+01
13,blindfold,blindfold,3,14,0,20140207T161746,1.21E+01,1.20E+00,8,0,2.33,2.97,32,1,34,11  11  12,-1,5.86E+00
13,blindfold,blindfold,3,15,0,20140207T161746,1.03E+01,1.20E+00,7,1,2.6,3.28,23,1,23,10   3  10,-1,6.10E+00
13,blindfold,blindfold,3,16,0,20140207T161746,1.21E+01,1.20E+00,8,0,6.29,6.85,24,1,22,3  11   8,-1,9.59E+00
13,blindfold,blindfold,3,17,0,20140207T161746,1.03E+01,1.20E+00,7,1,1.86,2.38,21,1,21,10   4   7,-1,5.27E+00
13,blindfold,blindfold,3,18,0,20140207T161746,1.21E+01,1.20E+00,8,1,2.92,3.48,26,1,26,11  10   5,-1,6.37E+00
13,blindfold,blindfold,3,19,0,20140207T161746,1.40E+01,1.20E+00,9,0,4.85,5.66,34,1,35,10  12  13,-1,8.58E+00
13,blindfold,blindfold,3,20,0,20140207T161746,1.21E+01,1.20E+00,8,1,4.69,5.37,28,1,28,10  13   5,-1,8.28E+00
13,blindfold,blindfold,3,21,0,20140207T161746,1.40E+01,1.20E+00,9,0,3.56,4.28,38,1,28,14   1  13,-1,7.24E+00
13,blindfold,blindfold,3,22,0,20140207T161746,1.21E+01,1.20E+00,8,1,3.46,3.97,22,1,22,10   1  11,-1,6.71E+00
13,blindfold,blindfold,3,23,0,20140207T161746,1.40E+01,1.20E+00,9,1,2.7,3.27,25,1,25,5   5  15,-1,6.31E+00
13,blindfold,blindfold,3,24,0,20140207T161746,1.58E+01,1.20E+00,10,1,2.82,3.48,40,1,40,16  10  14,-1,6.54E+00
13,blindfold,blindfold,3,25,0,20140207T161746,1.78E+01,1.20E+00,11,1,3.77,4.46,29,1,29,17   4   8,-1,7.39E+00
13,blindfold,blindfold,3,26,0,20140207T161746,1.97E+01,1.20E+00,12,1,4.14,4.75,47,1,47,6  21  20,-1,7.86E+00
13,blindfold,blindfold,3,27,0,20140207T161746,2.17E+01,1.20E+00,13,0,3.23,3.88,31,1,41,1  21  19,-1,6.89E+00
13,blindfold,blindfold,3,28,0,20140207T161746,1.97E+01,1.20E+00,12,1,2.44,2.97,32,1,32,20   4   8,-1,5.74E+00
13,blindfold,blindfold,3,29,0,20140207T161746,2.17E+01,1.20E+00,13,1,13.64,14.2,44,1,44,18  22   4,-1,1.73E+01
13,blindfold,blindfold,3,30,0,20140207T161746,2.37E+01,1.20E+00,14,1,8.38,9.04,41,1,41,1  25  15,-1,1.20E+01
13,blindfold,blindfold,3,31,0,20140207T161746,2.58E+01,1.20E+00,15,1,12.45,13.21,37,1,37,7  25   5,-1,1.62E+01
13,blindfold,blindfold,3,32,0,20140207T161746,2.79E+01,1.20E+00,16,1,6.87,7.54,69,1,69,24  16  29,-1,1.07E+01
13,blindfold,blindfold,3,33,0,20140207T161746,3.00E+01,1.20E+00,17,0,12.37,13.01,62,1,52,22   1  29,-1,1.59E+01
13,blindfold,blindfold,3,34,0,20140207T161746,2.79E+01,1.20E+00,16,1,5.1,5.77,41,1,41,7  29   5,-1,8.69E+00
13,blindfold,blindfold,3,35,0,20140207T161746,3.00E+01,1.20E+00,17,1,16.27,16.89,58,1,58,18  31   9,-1,1.99E+01
13,blindfold,blindfold,3,36,0,20140207T161746,3.21E+01,1.20E+00,18,1,10.42,11.13,91,1,91,28  33  30,-1,1.41E+01
13,blindfold,blindfold,3,37,0,20140207T161746,3.42E+01,1.20E+00,19,1,11.93,12.52,51,1,51,34   4  13,-1,1.57E+01
13,blindfold,blindfold,3,38,0,20140207T161746,3.64E+01,1.20E+00,20,1,12.79,13.4,50,1,50,9   4  37,-1,1.65E+01
13,blindfold,blindfold,3,39,0,20140207T161746,3.86E+01,1.20E+00,21,0,22.23,23.95,115,1,65,18  40   7,-1,2.69E+01
13,blindfold,blindfold,3,40,0,20140207T161746,3.64E+01,1.20E+00,20,1,16.28,16.89,85,1,85,35  19  31,-1,2.01E+01
13,blindfold,blindfold,3,41,0,20140207T161746,3.86E+01,1.20E+00,21,1,16.38,16.89,66,1,66,17  39  10,-1,2.01E+01
13,blindfold,blindfold,3,42,0,20140207T161746,4.08E+01,1.20E+00,22,1,3.52,4.17,68,1,68,7  41  20,-1,7.21E+00
14,blindfold,blindfold,3,1,0,2/25/14 15:28,3,1.20E+00,1,1,0.78,1.44,4,1,4,1  2  1,-1,6.11E+00
14,blindfold,blindfold,3,2,0,2/25/14 15:28,3,1.20E+00,1,1,2.28,2.91,6,1,6,1  2  3,-1,5.73E+00
14,blindfold,blindfold,3,3,0,2/25/14 15:28,3,1.20E+00,1,1,1.62,2.39,8,1,8,3  3  2,-1,5.36E+00
14,blindfold,blindfold,3,4,0,2/25/14 15:28,2.30E+00,1.20E+00,2,1,1.34,1.91,5,1,5,2  1  2,-1,4.55E+00
14,blindfold,blindfold,3,5,0,2/25/14 15:28,3.74E+00,1.20E+00,3,1,2.44,2.9,11,1,11,4  3  4,-1,6.19E+00
14,blindfold,blindfold,3,6,0,2/25/14 15:28,5.28E+00,1.20E+00,4,1,4.26,4.91,11,1,11,2  4  5,-1,8.01E+00
14,blindfold,blindfold,3,7,0,2/25/14 15:28,6.90E+00,1.20E+00,5,1,2.81,3.91,18,1,18,7  4  7,-1,7.25E+00
14,blindfold,blindfold,3,8,0,2/25/14 15:28,8.59E+00,1.20E+00,6,1,1.68,2.39,20,1,20,10   8   2,-1,5.35E+00
14,blindfold,blindfold,3,9,0,2/25/14 15:28,1.03E+01,1.20E+00,7,1,4.36,4.91,23,1,23,4   8  11,-1,8.04E+00
14,blindfold,blindfold,3,10,0,2/25/14 15:28,1.21E+01,1.20E+00,8,1,4.81,5.42,32,1,32,11   9  12,-1,8.67E+00
14,blindfold,blindfold,3,11,0,2/25/14 15:28,1.40E+01,1.20E+00,9,1,4.77,5.41,22,1,22,4  13   5,-1,8.86E+00
14,blindfold,blindfold,3,12,0,2/25/14 15:28,1.58E+01,1.20E+00,10,1,2.64,3.41,27,1,27,7  17   3,-1,6.78E+00
14,blindfold,blindfold,3,13,0,2/25/14 15:28,1.78E+01,1.20E+00,11,1,4.25,4.91,35,1,35,1  17  17,-1,8.29E+00
14,blindfold,blindfold,3,14,0,2/25/14 15:28,1.97E+01,1.20E+00,12,1,2.27,2.89,25,1,25,1  20   4,-1,6.03E+00
14,blindfold,blindfold,3,15,0,2/25/14 15:28,2.17E+01,1.20E+00,13,0,16.3,17.42,52,1,49,19  21   9,-1,2.09E+01
14,blindfold,blindfold,3,16,0,2/25/14 15:28,1.97E+01,1.20E+00,12,1,2.41,3.4,27,1,27,2  20   5,-1,6.42E+00
14,blindfold,blindfold,3,17,0,2/25/14 15:28,2.17E+01,1.20E+00,13,1,8.18,8.91,43,1,43,8  21  14,-1,1.23E+01
14,blindfold,blindfold,3,18,0,2/25/14 15:28,2.37E+01,1.20E+00,14,1,8.56,9.41,55,1,55,11  25  19,-1,1.29E+01
14,blindfold,blindfold,3,19,0,2/25/14 15:28,2.58E+01,1.20E+00,15,1,7.01,7.91,32,1,32,26   2   4,-1,1.11E+01
14,blindfold,blindfold,3,20,0,2/25/14 15:28,2.79E+01,1.20E+00,16,0,7.95,8.9,53,1,54,28   7  19,-1,1.23E+01
14,blindfold,blindfold,3,21,0,2/25/14 15:28,2.58E+01,1.20E+00,15,1,4.74,5.42,40,1,40,27   1  12,-1,8.56E+00
14,blindfold,blindfold,3,22,0,2/25/14 15:28,2.79E+01,1.20E+00,16,1,7.19,7.92,60,1,60,25  27   8,-1,1.12E+01
14,blindfold,blindfold,3,23,0,2/25/14 15:28,3.00E+01,1.20E+00,17,1,8.23,8.92,57,1,57,1  25  31,-1,1.22E+01
14,blindfold,blindfold,3,24,0,2/25/14 15:28,3.21E+01,1.20E+00,18,0,22.44,23.41,98,1,86,32  26  28,-1,2.69E+01
14,blindfold,blindfold,3,25,0,2/25/14 15:28,3.00E+01,1.20E+00,17,1,9.25,9.91,67,1,67,31   8  28,-1,1.30E+01
14,blindfold,blindfold,3,26,0,2/25/14 15:28,3.21E+01,1.20E+00,18,1,6.93,7.91,70,1,70,33  22  15,-1,1.15E+01
14,blindfold,blindfold,3,27,0,2/25/14 15:28,3.42E+01,1.20E+00,19,0,8.58,9.4,79,1,89,34  24  31,-1,1.30E+01
14,blindfold,blindfold,3,28,0,2/25/14 15:28,3.21E+01,1.20E+00,18,1,9.03,9.91,59,1,59,9  18  32,-1,1.34E+01
14,blindfold,blindfold,3,29,0,2/25/14 15:28,3.42E+01,1.20E+00,19,0,13.9,14.91,54,1,60,11  33  16,-1,1.84E+01
14,blindfold,blindfold,3,30,0,2/25/14 15:28,3.21E+01,1.20E+00,18,1,10.01,11.41,73,1,73,23  32  18,-1,1.49E+01
14,blindfold,blindfold,3,31,0,2/25/14 15:28,3.42E+01,1.20E+00,19,1,9.14,9.9,78,1,78,14  30  34,-1,1.34E+01
14,blindfold,blindfold,3,32,0,2/25/14 15:28,3.64E+01,1.20E+00,20,1,15.9,16.92,54,1,54,4  35  15,-1,2.05E+01
14,blindfold,blindfold,3,33,0,2/25/14 15:28,3.86E+01,1.20E+00,21,1,12.23,13.41,101,1,101,28  39  34,-1,1.69E+01
14,blindfold,blindfold,3,34,0,2/25/14 15:28,4.08E+01,1.20E+00,22,1,2.1,2.91,51,1,51,9   1  41,-1,6.12E+00
14,blindfold,blindfold,3,35,0,2/25/14 15:28,4.31E+01,1.20E+00,23,1,6.18,6.9,67,1,67,42  15  10,-1,1.05E+01
14,blindfold,blindfold,3,36,0,2/25/14 15:28,4.53E+01,1.20E+00,24,1,10.87,11.91,78,1,78,45  18  15,-1,1.56E+01
14,blindfold,blindfold,3,37,0,2/25/14 15:28,4.76E+01,1.20E+00,25,0,8.79,9.92,137,1,143,47  47  49,-1,1.36E+01
14,blindfold,blindfold,3,38,0,2/25/14 15:28,4.53E+01,1.20E+00,24,1,6.71,7.92,120,1,120,44  41  35,-1,1.15E+01
14,blindfold,blindfold,3,39,0,2/25/14 15:28,4.76E+01,1.20E+00,25,1,12.01,12.92,72,1,72,47   6  19,-1,1.65E+01
14,blindfold,blindfold,3,40,0,2/25/14 15:28,4.99E+01,1.20E+00,26,0,10.45,11.41,82,1,81,26  49   6,-1,1.51E+01
15,blindfold,blindfold,1,1,0,20140410T164153,3,1.20E+00,1,1,2.14,2.69,8,1,8,3  2  3,-1,8.27E+00
15,blindfold,blindfold,1,2,0,20140410T164153,3,1.20E+00,1,1,4.07,4.59,8,1,8,4  3  1,-1,7.45E+00
15,blindfold,blindfold,1,3,0,20140410T164153,3,1.20E+00,1,1,2.04,2.48,9,1,9,3  4  2,-1,5.18E+00
15,blindfold,blindfold,1,4,0,20140410T164153,2.30E+00,1.20E+00,2,1,1.82,2.28,4,1,4,2  1  1,-1,4.88E+00
