subnum, condition, task, order, trial,interference,date,max,exponent,threshold,correct,rt1,rt2,r,addends,sum,digits,int_score,trial_time
11,stillhands,stillhands,3,11,0,20130819T103936,1.21E+01,1.20E+00,8,1,7.89,8.64,26,1,26,12  10   4,-1,1.14E+01
11,stillhands,stillhands,3,12,0,20130819T103936,1.40E+01,1.20E+00,9,1,5.17,5.95,27,1,27,13  10   4,-1,8.86E+00
11,stillhands,stillhands,3,13,0,20130819T103936,1.58E+01,1.20E+00,10,1,10.49,11.14,30,1,30,8  16   6,-1,1.40E+01
11,stillhands,stillhands,3,14,0,20130819T103936,1.78E+01,1.20E+00,11,1,12.97,13.51,25,1,25,6  18   1,-1,1.63E+01
11,stillhands,stillhands,3,15,0,20130819T103936,1.97E+01,1.20E+00,12,1,8.44,9.33,39,1,39,5  21  13,-1,1.24E+01
11,stillhands,stillhands,3,16,0,20130819T103936,2.17E+01,1.20E+00,13,1,14.53,15.4,38,1,38,13   2  23,-1,1.83E+01
11,stillhands,stillhands,3,17,0,20130819T103936,2.37E+01,1.20E+00,14,1,15.53,16.29,52,1,52,6  25  21,-1,1.94E+01
11,stillhands,stillhands,3,18,0,20130819T103936,2.58E+01,1.20E+00,15,1,9.29,11.82,70,1,70,27  22  21,-1,1.50E+01
11,stillhands,stillhands,3,19,0,20130819T103936,2.79E+01,1.20E+00,16,1,4.76,5.55,38,1,38,8  28   2,-1,8.15E+00
11,stillhands,stillhands,3,20,0,20130819T103936,3.00E+01,1.20E+00,17,1,8.26,9.03,63,1,63,12  21  30,-1,1.19E+01
11,stillhands,stillhands,3,21,0,20130819T103936,3.21E+01,1.20E+00,18,1,6.9,7.84,65,1,65,2  30  33,-1,1.07E+01
11,stillhands,stillhands,3,22,0,20130819T103936,3.42E+01,1.20E+00,19,1,3.8,4.65,44,1,44,35   5   4,-1,7.66E+00
11,stillhands,stillhands,3,23,0,20130819T103936,3.64E+01,1.20E+00,20,1,8.8,9.84,96,1,96,25  36  35,-1,1.30E+01
11,stillhands,stillhands,3,24,0,20130819T103936,3.86E+01,1.20E+00,21,0,30,30.15,-1,1,84,36   9  39,-1,3.32E+01
11,stillhands,stillhands,3,25,0,20130819T103936,3.64E+01,1.20E+00,20,0,18.25,19.36,76,1,86,25  37  24,-1,2.26E+01
11,stillhands,stillhands,3,26,0,20130819T103936,3.42E+01,1.20E+00,19,1,6.75,7.44,45,1,45,3   8  34,-1,1.02E+01
11,stillhands,stillhands,3,27,0,20130819T103936,3.64E+01,1.20E+00,20,0,6.83,7.54,40,1,80,30  37  13,-1,1.06E+01
11,stillhands,stillhands,3,28,0,20130819T103936,3.42E+01,1.20E+00,19,0,30,30.09,-1,1,97,34  28  35,-1,3.31E+01
11,stillhands,stillhands,3,29,0,20130819T103936,3.21E+01,1.20E+00,18,1,20.22,21.07,71,1,71,19  19  33,-1,2.41E+01
11,stillhands,stillhands,3,30,0,20130819T103936,3.42E+01,1.20E+00,19,1,17.51,18.37,46,1,46,7   5  34,-1,2.13E+01
11,stillhands,stillhands,3,31,0,20130819T103936,3.64E+01,1.20E+00,20,1,3.77,4.36,66,1,66,15  36  15,-1,7.57E+00
11,stillhands,stillhands,3,32,0,20130819T103936,3.86E+01,1.20E+00,21,0,20.64,21.55,76,1,86,27  20  39,-1,2.46E+01
11,stillhands,stillhands,3,33,0,20130819T103936,3.64E+01,1.20E+00,20,1,7.98,8.43,55,1,55,18   2  35,-1,1.13E+01
11,stillhands,stillhands,3,34,0,20130819T103936,3.86E+01,1.20E+00,21,0,19.28,20.17,100,1,90,28  38  24,-1,2.32E+01
12,stillhands,stillhands,2,1,0,20140129T173748,3,1.20E+00,1,1,3.13,3.59,7,1,7,3  2  2,-1,6.34E+00
12,stillhands,stillhands,2,2,0,20140129T173748,3,1.20E+00,1,1,1.26,1.77,8,1,8,2  2  4,-1,4.28E+00
12,stillhands,stillhands,2,3,0,20140129T173748,3,1.20E+00,1,1,1.1,1.48,7,1,7,3  3  1,-1,4.12E+00
12,stillhands,stillhands,2,4,0,20140129T173748,2.30E+00,1.20E+00,2,1,1.23,1.58,4,1,4,1  2  1,-1,4.00E+00
12,stillhands,stillhands,2,5,0,20140129T173748,3.74E+00,1.20E+00,3,1,3.01,3.38,9,1,9,2  4  3,-1,6.03E+00
12,stillhands,stillhands,2,6,0,20140129T173748,5.28E+00,1.20E+00,4,1,2.83,3.56,13,1,13,2  6  5,-1,6.26E+00
12,stillhands,stillhands,2,7,0,20140129T173748,6.90E+00,1.20E+00,5,1,3.41,4.06,19,1,19,6  7  6,-1,6.95E+00
12,stillhands,stillhands,2,8,0,20140129T173748,8.59E+00,1.20E+00,6,1,2.31,3.06,17,1,17,1  7  9,-1,5.80E+00
12,stillhands,stillhands,2,9,0,20140129T173748,1.03E+01,1.20E+00,7,1,4.87,5.56,24,1,24,11   5   8,-1,8.28E+00
12,stillhands,stillhands,2,10,0,20140129T173748,1.21E+01,1.20E+00,8,1,6.38,6.95,26,1,26,13   8   5,-1,9.74E+00
12,stillhands,stillhands,2,11,0,20140129T173748,1.40E+01,1.20E+00,9,1,1.41,1.98,20,1,20,3  15   2,-1,4.69E+00
12,stillhands,stillhands,2,12,0,20140129T173748,1.58E+01,1.20E+00,10,1,7.74,8.24,33,1,33,4  12  17,-1,1.12E+01
12,stillhands,stillhands,2,13,0,20140129T173748,1.78E+01,1.20E+00,11,1,8.57,9.34,39,1,39,6  15  18,-1,1.23E+01
12,stillhands,stillhands,2,14,0,20140129T173748,1.97E+01,1.20E+00,12,1,8.82,9.44,41,1,41,18   4  19,-1,1.24E+01
12,stillhands,stillhands,2,15,0,20140129T173748,2.17E+01,1.20E+00,13,0,23.58,24.03,66,1,64,19  22  23,-1,2.71E+01
12,stillhands,stillhands,2,16,0,20140129T173748,1.97E+01,1.20E+00,12,1,2.26,3.07,38,1,38,9   9  20,-1,5.86E+00
12,stillhands,stillhands,2,17,0,20140129T173748,2.17E+01,1.20E+00,13,1,11.62,12.22,52,1,52,14  22  16,-1,1.53E+01
12,stillhands,stillhands,2,18,0,20140129T173748,2.37E+01,1.20E+00,14,1,15.04,15.79,58,1,58,19  25  14,-1,1.89E+01
12,stillhands,stillhands,2,19,0,20140129T173748,2.58E+01,1.20E+00,15,0,30,30.1,-1,1,75,25  24  26,-1,3.33E+01
12,stillhands,stillhands,2,20,0,20140129T173748,2.37E+01,1.20E+00,14,1,5.44,6.05,32,1,32,5  24   3,-1,8.91E+00
12,stillhands,stillhands,2,21,0,20140129T173748,2.58E+01,1.20E+00,15,1,18.33,18.98,52,1,52,18  27   7,-1,2.20E+01
12,stillhands,stillhands,2,22,0,20140129T173748,2.79E+01,1.20E+00,16,1,6.75,7.43,40,1,40,2   9  29,-1,1.01E+01
12,stillhands,stillhands,2,23,0,20140129T173748,3.00E+01,1.20E+00,17,0,13.32,13.8,66,1,77,25  21  31,-1,1.69E+01
12,stillhands,stillhands,2,24,0,20140129T173748,2.79E+01,1.20E+00,16,0,16.11,16.69,63,1,67,14  25  28,-1,1.97E+01
12,stillhands,stillhands,2,25,0,20140129T173748,2.58E+01,1.20E+00,15,1,5.43,5.94,56,1,56,25  23   8,-1,8.83E+00
12,stillhands,stillhands,2,26,0,20140129T173748,2.79E+01,1.20E+00,16,1,6.76,7.34,50,1,50,27  18   5,-1,1.03E+01
12,stillhands,stillhands,2,27,0,20140129T173748,3.00E+01,1.20E+00,17,1,20.61,21.27,63,1,63,6  29  28,-1,2.41E+01
12,stillhands,stillhands,2,28,0,20140129T173748,3.21E+01,1.20E+00,18,0,14.81,15.5,70,1,66,25  31  10,-1,1.84E+01
12,stillhands,stillhands,2,29,0,20140129T173748,3.00E+01,1.20E+00,17,1,1.7,2.38,50,1,50,1  29  20,-1,5.22E+00
12,stillhands,stillhands,2,30,0,20140129T173748,3.21E+01,1.20E+00,18,1,1.61,2.38,38,1,38,4   1  33,-1,5.22E+00
12,stillhands,stillhands,2,31,0,20140129T173748,3.42E+01,1.20E+00,19,1,14.99,15.7,83,1,83,34  29  20,-1,1.86E+01
12,stillhands,stillhands,2,32,0,20140129T173748,3.64E+01,1.20E+00,20,1,23.05,23.74,82,1,82,19  35  28,-1,2.67E+01
12,stillhands,stillhands,2,33,0,20140129T173748,3.86E+01,1.20E+00,21,0,7.47,8.05,65,1,75,18  40  17,-1,1.10E+01
12,stillhands,stillhands,2,34,0,20140129T173748,3.64E+01,1.20E+00,20,1,6.59,7.15,65,1,65,14  16  35,-1,1.03E+01
12,stillhands,stillhands,2,35,0,20140129T173748,3.86E+01,1.20E+00,21,0,16.64,17.38,78,1,84,16  39  29,-1,2.05E+01
13,stillhands,stillhands,1,1,0,20140207T155634,3,1.20E+00,1,1,1.18,1.68,7,1,7,2  1  4,-1,7.29E+00
13,stillhands,stillhands,1,2,0,20140207T155634,3,1.20E+00,1,0,1.93,3.57,6,1,7,1  2  4,-1,6.33E+00
13,stillhands,stillhands,1,3,0,20140207T155634,3,1.20E+00,1,1,0.86,1.57,7,1,7,3  3  1,-1,4.35E+00
13,stillhands,stillhands,1,4,0,20140207T155634,2.30E+00,1.20E+00,2,1,1.68,2.08,6,1,6,3  1  2,-1,4.74E+00
13,stillhands,stillhands,1,5,0,20140207T155634,3.74E+00,1.20E+00,3,1,1.53,2.08,10,1,10,3  4  3,-1,4.89E+00
13,stillhands,stillhands,1,6,0,20140207T155634,5.28E+00,1.20E+00,4,1,1.41,1.88,11,1,11,2  5  4,-1,4.78E+00
13,stillhands,stillhands,1,7,0,20140207T155634,6.90E+00,1.20E+00,5,0,3.94,4.57,12,1,13,2  6  5,-1,7.43E+00
13,stillhands,stillhands,1,8,0,20140207T155634,5.28E+00,1.20E+00,4,1,1.99,2.58,11,1,11,5  1  5,-1,5.49E+00
13,stillhands,stillhands,1,9,0,20140207T155634,6.90E+00,1.20E+00,5,1,2.79,3.37,14,1,14,6  3  5,-1,6.25E+00
13,stillhands,stillhands,1,10,0,20140207T155634,8.59E+00,1.20E+00,6,1,3.44,4.05,12,1,12,8  3  1,-1,7.09E+00
13,stillhands,stillhands,1,11,0,20140207T155634,1.03E+01,1.20E+00,7,1,3.06,3.57,22,1,22,11   1  10,-1,6.41E+00
13,stillhands,stillhands,1,12,0,20140207T155634,1.21E+01,1.20E+00,8,1,3.88,4.46,30,1,30,12  13   5,-1,7.85E+00
13,stillhands,stillhands,1,13,0,20140207T155634,1.40E+01,1.20E+00,9,1,4.23,4.76,29,1,29,14  14   1,-1,7.87E+00
13,stillhands,stillhands,1,14,0,20140207T155634,1.58E+01,1.20E+00,10,1,2.38,2.97,27,1,27,16   2   9,-1,6.05E+00
13,stillhands,stillhands,1,15,0,20140207T155634,1.78E+01,1.20E+00,11,0,3.11,3.87,37,1,47,19  18  10,-1,6.85E+00
13,stillhands,stillhands,1,16,0,20140207T155634,1.58E+01,1.20E+00,10,0,11.24,11.92,38,1,35,6  17  12,-1,1.49E+01
13,stillhands,stillhands,1,17,0,20140207T155634,1.40E+01,1.20E+00,9,1,3.1,3.67,30,1,30,8   8  14,-1,6.61E+00
13,stillhands,stillhands,1,18,0,20140207T155634,1.58E+01,1.20E+00,10,0,6.09,8.74,36,1,35,16   2  17,-1,1.17E+01
13,stillhands,stillhands,1,19,0,20140207T155634,1.40E+01,1.20E+00,9,0,2.7,3.37,20,1,30,11  13   6,-1,6.35E+00
13,stillhands,stillhands,1,20,0,20140207T155634,1.21E+01,1.20E+00,8,0,15.6,16.19,16,1,26,9   6  11,-1,1.91E+01
13,stillhands,stillhands,1,21,0,20140207T155634,1.03E+01,1.20E+00,7,0,3.76,4.37,23,1,24,5   8  11,-1,7.18E+00
13,stillhands,stillhands,1,22,0,20140207T155634,8.59E+00,1.20E+00,6,1,2.28,2.78,20,1,20,3   7  10,-1,5.61E+00
13,stillhands,stillhands,1,23,0,20140207T155634,1.03E+01,1.20E+00,7,1,2.18,2.88,16,1,16,3  9  4,-1,5.77E+00
13,stillhands,stillhands,1,24,0,20140207T155634,1.21E+01,1.20E+00,8,0,1.44,2.08,21,1,31,9  11  11,-1,4.97E+00
13,stillhands,stillhands,1,25,0,20140207T155634,1.03E+01,1.20E+00,7,0,8.88,9.44,24,1,18,3  6  9,-1,1.23E+01
13,stillhands,stillhands,1,26,0,20140207T155634,8.59E+00,1.20E+00,6,1,5.76,6.34,24,1,24,6   8  10,-1,9.10E+00
13,stillhands,stillhands,1,27,0,20140207T155634,1.03E+01,1.20E+00,7,1,1.22,1.98,28,1,28,10  10   8,-1,4.69E+00
13,stillhands,stillhands,1,28,0,20140207T155634,1.21E+01,1.20E+00,8,1,1.89,2.59,17,1,17,3   3  11,-1,5.41E+00
13,stillhands,stillhands,1,29,0,20140207T155634,1.40E+01,1.20E+00,9,1,7.8,8.44,23,1,23,1   8  14,-1,1.14E+01
13,stillhands,stillhands,1,30,0,20140207T155634,1.58E+01,1.20E+00,10,1,2.14,2.78,26,1,26,7   4  15,-1,5.83E+00
13,stillhands,stillhands,1,31,0,20140207T155634,1.78E+01,1.20E+00,11,0,6.74,7.35,23,1,33,18   6   9,-1,1.03E+01
13,stillhands,stillhands,1,32,0,20140207T155634,1.58E+01,1.20E+00,10,0,2.84,3.57,42,1,32,6  16  10,-1,6.43E+00
13,stillhands,stillhands,1,33,0,20140207T155634,1.40E+01,1.20E+00,9,1,2.01,2.67,26,1,26,6   5  15,-1,5.70E+00
13,stillhands,stillhands,1,34,0,20140207T155634,1.58E+01,1.20E+00,10,1,3.46,4.08,21,1,21,1   5  15,-1,7.05E+00
13,stillhands,stillhands,1,35,0,20140207T155634,1.78E+01,1.20E+00,11,1,4.54,5.36,26,1,26,3   5  18,-1,8.31E+00
13,stillhands,stillhands,1,36,0,20140207T155634,1.97E+01,1.20E+00,12,1,2.32,3.17,30,1,30,5   4  21,-1,6.25E+00
13,stillhands,stillhands,1,37,0,20140207T155634,2.17E+01,1.20E+00,13,0,5.78,6.66,37,1,36,23   9   4,-1,9.70E+00
13,stillhands,stillhands,1,38,0,20140207T155634,1.97E+01,1.20E+00,12,1,5.92,6.65,40,1,40,18   3  19,-1,9.61E+00
13,stillhands,stillhands,1,39,0,20140207T155634,2.17E+01,1.20E+00,13,1,1.96,2.59,28,1,28,22   4   2,-1,5.43E+00
13,stillhands,stillhands,1,40,0,20140207T155634,2.37E+01,1.20E+00,14,1,3.36,3.97,56,1,56,22  23  11,-1,7.00E+00
13,stillhands,stillhands,1,41,0,20140207T155634,2.58E+01,1.20E+00,15,1,5.41,6.15,38,1,38,9  27   2,-1,8.96E+00
13,stillhands,stillhands,1,42,0,20140207T155634,2.79E+01,1.20E+00,16,0,7.02,7.75,71,1,63,11  23  29,-1,1.07E+01
13,stillhands,stillhands,1,43,0,20140207T155634,2.58E+01,1.20E+00,15,0,30,30.1,-1,1,53,25  20   8,-1,3.30E+01
13,stillhands,stillhands,1,44,0,20140207T155634,2.37E+01,1.20E+00,14,0,11.74,12.42,32,1,56,14  17  25,-1,1.56E+01
13,stillhands,stillhands,1,45,0,20140207T155634,2.17E+01,1.20E+00,13,1,4.83,5.57,38,1,38,5  10  23,-1,8.54E+00
13,stillhands,stillhands,1,46,0,20140207T155634,2.37E+01,1.20E+00,14,1,2.48,3.17,47,1,47,20  23   4,-1,6.14E+00
14,stillhands,stillhands,4,1,0,2/25/14 15:39,3,1.20E+00,1,1,0.53,0.93,5,1,5,1  1  3,-1,5.47E+00
14,stillhands,stillhands,4,2,0,2/25/14 15:39,3,1.20E+00,1,1,1.91,2.41,7,1,7,3  1  3,-1,5.44E+00
14,stillhands,stillhands,4,3,0,2/25/14 15:39,3,1.20E+00,1,1,3.03,3.9,10,1,10,3  3  4,-1,7.14E+00
14,stillhands,stillhands,4,4,0,2/25/14 15:39,2.30E+00,1.20E+00,2,1,1.36,1.9,5,1,5,1  2  2,-1,4.58E+00
14,stillhands,stillhands,4,5,0,2/25/14 15:39,3.74E+00,1.20E+00,3,1,2.65,3.41,9,1,9,3  4  2,-1,6.44E+00
14,stillhands,stillhands,4,6,0,2/25/14 15:39,5.28E+00,1.20E+00,4,1,3.51,4.41,12,1,12,4  3  5,-1,7.72E+00
14,stillhands,stillhands,4,7,0,2/25/14 15:39,6.90E+00,1.20E+00,5,1,1.82,2.41,14,1,14,3  4  7,-1,5.71E+00
14,stillhands,stillhands,4,8,0,2/25/14 15:39,8.59E+00,1.20E+00,6,1,2.97,3.9,13,1,13,1  3  9,-1,7.00E+00
14,stillhands,stillhands,4,9,0,2/25/14 15:39,1.03E+01,1.20E+00,7,1,6.18,6.92,25,1,25,11   6   8,-1,1.01E+01
14,stillhands,stillhands,4,10,0,2/25/14 15:39,1.21E+01,1.20E+00,8,1,4.64,5.42,29,1,29,7  11  11,-1,8.68E+00
14,stillhands,stillhands,4,11,0,2/25/14 15:39,1.40E+01,1.20E+00,9,1,5.58,6.4,24,1,24,15   6   3,-1,9.79E+00
14,stillhands,stillhands,4,12,0,2/25/14 15:39,1.58E+01,1.20E+00,10,1,6.46,7.4,28,1,28,15  12   1,-1,1.06E+01
14,stillhands,stillhands,4,13,0,2/25/14 15:39,1.78E+01,1.20E+00,11,1,3.6,4.4,39,1,39,9  12  18,-1,7.68E+00
14,stillhands,stillhands,4,14,0,2/25/14 15:39,1.97E+01,1.20E+00,12,1,3.88,4.92,37,1,37,2  19  16,-1,8.13E+00
14,stillhands,stillhands,4,15,0,2/25/14 15:39,2.17E+01,1.20E+00,13,1,4.57,5.41,32,1,32,23   8   1,-1,8.52E+00
14,stillhands,stillhands,4,16,0,2/25/14 15:39,2.37E+01,1.20E+00,14,1,4.97,5.9,51,1,51,24  24   3,-1,9.32E+00
14,stillhands,stillhands,4,17,0,2/25/14 15:39,2.58E+01,1.20E+00,15,1,13.15,13.92,58,1,58,26  18  14,-1,1.75E+01
14,stillhands,stillhands,4,18,0,2/25/14 15:39,2.79E+01,1.20E+00,16,1,6.27,7.4,39,1,39,10   2  27,-1,1.04E+01
14,stillhands,stillhands,4,19,0,2/25/14 15:39,3.00E+01,1.20E+00,17,0,13.73,14.41,62,1,69,29  12  28,-1,1.76E+01
14,stillhands,stillhands,4,20,0,2/25/14 15:39,2.79E+01,1.20E+00,16,0,14.23,14.91,65,1,71,28  15  28,-1,1.83E+01
14,stillhands,stillhands,4,21,0,2/25/14 15:39,2.58E+01,1.20E+00,15,1,9.53,10.4,71,1,71,26  21  24,-1,1.41E+01
14,stillhands,stillhands,4,22,0,2/25/14 15:39,2.79E+01,1.20E+00,16,1,8.83,9.92,66,1,66,27  20  19,-1,1.34E+01
14,stillhands,stillhands,4,23,0,2/25/14 15:39,3.00E+01,1.20E+00,17,1,8.71,9.4,47,1,47,29   6  12,-1,1.27E+01
14,stillhands,stillhands,4,24,0,2/25/14 15:39,3.21E+01,1.20E+00,18,0,17.8,18.91,72,1,75,27  32  16,-1,2.25E+01
14,stillhands,stillhands,4,25,0,2/25/14 15:39,3.00E+01,1.20E+00,17,1,8.77,9.9,45,1,45,1  15  29,-1,1.31E+01
14,stillhands,stillhands,4,26,0,2/25/14 15:39,3.21E+01,1.20E+00,18,1,11.09,12.42,85,1,85,32  22  31,-1,1.59E+01
14,stillhands,stillhands,4,27,0,2/25/14 15:39,3.42E+01,1.20E+00,19,0,6.67,9.91,66,1,56,3  35  18,-1,1.33E+01
14,stillhands,stillhands,4,28,0,2/25/14 15:39,3.21E+01,1.20E+00,18,1,4.87,5.9,75,1,75,10  33  32,-1,9.17E+00
14,stillhands,stillhands,4,29,0,2/25/14 15:39,3.42E+01,1.20E+00,19,1,5.36,5.92,54,1,54,19  34   1,-1,9.23E+00
14,stillhands,stillhands,4,30,0,2/25/14 15:39,3.64E+01,1.20E+00,20,1,8.8,9.91,101,1,101,33  33  35,-1,1.34E+01
14,stillhands,stillhands,4,31,0,2/25/14 15:39,3.86E+01,1.20E+00,21,1,6.8,7.92,95,1,95,38  27  30,-1,1.14E+01
14,stillhands,stillhands,4,32,0,2/25/14 15:39,4.08E+01,1.20E+00,22,1,8.63,9.42,86,1,86,41  23  22,-1,1.29E+01
15,stillhands,stillhands,4,1,0,20140410T171541,3,1.20E+00,1,1,2.24,2.61,5,1,5,1  2  2,-1,5.32E+00
15,stillhands,stillhands,4,2,0,20140410T171541,3,1.20E+00,1,1,11.21,11.62,7,1,7,2  3  2,-1,1.42E+01
15,stillhands,stillhands,4,3,0,20140410T171541,3,1.20E+00,1,1,2.43,2.88,5,1,5,1  1  3,-1,5.57E+00
15,stillhands,stillhands,4,4,0,20140410T171541,2.30E+00,1.20E+00,2,1,3.52,3.88,5,1,5,1  2  2,-1,6.32E+00
15,stillhands,stillhands,4,5,0,20140410T171541,3.74E+00,1.20E+00,3,1,2.56,2.97,8,1,8,4  2  2,-1,5.63E+00
15,stillhands,stillhands,4,6,0,20140410T171541,5.28E+00,1.20E+00,4,1,1.69,2.28,15,1,15,5  5  5,-1,5.21E+00
15,stillhands,stillhands,4,7,0,20140410T171541,6.90E+00,1.20E+00,5,1,7.57,8.43,18,1,18,4  6  8,-1,1.12E+01
15,stillhands,stillhands,4,8,0,20140410T171541,8.59E+00,1.20E+00,6,1,8.29,10.53,13,1,13,8  4  1,-1,1.32E+01
15,stillhands,stillhands,4,9,0,20140410T171541,1.03E+01,1.20E+00,7,1,4.28,4.96,27,1,27,7  10  10,-1,7.77E+00
15,stillhands,stillhands,4,10,0,20140410T171541,1.21E+01,1.20E+00,8,1,14.73,15.6,30,1,30,7  12  11,-1,1.85E+01
15,stillhands,stillhands,4,11,0,20140410T171541,1.40E+01,1.20E+00,9,1,17.85,18.38,32,1,32,13   6  13,-1,2.15E+01
15,stillhands,stillhands,4,12,0,20140410T171541,1.58E+01,1.20E+00,10,0,25.28,26.03,34,1,44,16  17  11,-1,2.92E+01
15,stillhands,stillhands,4,13,0,20140410T171541,1.40E+01,1.20E+00,9,1,10.78,11.31,27,1,27,1  15  11,-1,1.42E+01
15,stillhands,stillhands,4,14,0,20140410T171541,1.58E+01,1.20E+00,10,1,15.61,16.1,22,1,22,15   3   4,-1,1.90E+01
15,stillhands,stillhands,4,15,0,20140410T171541,1.78E+01,1.20E+00,11,1,2.66,3.28,20,1,20,18   1   1,-1,6.02E+00
15,stillhands,stillhands,4,16,0,20140410T171541,1.97E+01,1.20E+00,12,1,22,22.66,42,1,42,9  12  21,-1,2.56E+01
15,stillhands,stillhands,4,17,0,20140410T171541,2.17E+01,1.20E+00,13,0,5.8,6.24,33,1,53,20  22  11,-1,9.17E+00
15,stillhands,stillhands,4,18,0,20140410T171541,1.97E+01,1.20E+00,12,1,20.55,21.06,36,1,36,9   8  19,-1,2.39E+01
15,stillhands,stillhands,4,19,0,20140410T171541,2.17E+01,1.20E+00,13,0,28.2,28.92,40,1,50,11  22  17,-1,3.20E+01
15,stillhands,stillhands,4,20,0,20140410T171541,1.97E+01,1.20E+00,12,1,9.35,9.94,34,1,34,20  12   2,-1,1.26E+01
15,stillhands,stillhands,4,21,0,20140410T171541,2.17E+01,1.20E+00,13,0,7.76,8.34,65,1,64,22  21  21,-1,1.16E+01
15,stillhands,stillhands,4,22,0,20140410T171541,1.97E+01,1.20E+00,12,1,23.57,24.14,53,1,53,19  20  14,-1,2.72E+01
15,stillhands,stillhands,4,23,0,20140410T171541,2.17E+01,1.20E+00,13,1,11.79,12.61,35,1,35,22  10   3,-1,1.54E+01
15,stillhands,stillhands,4,24,0,20140410T171541,2.37E+01,1.20E+00,14,1,8.35,9.13,46,1,46,2  20  24,-1,1.19E+01
15,stillhands,stillhands,4,25,0,20140410T171541,2.58E+01,1.20E+00,15,1,27.15,27.82,53,1,53,13  25  15,-1,3.10E+01
15,stillhands,stillhands,4,26,0,20140410T171541,2.79E+01,1.20E+00,16,0,25.38,26.13,57,1,67,19  20  28,-1,2.90E+01
15,stillhands,stillhands,4,27,0,20140410T171541,2.58E+01,1.20E+00,15,1,24.05,24.84,64,1,64,22  15  27,-1,2.80E+01
15,stillhands,stillhands,4,28,0,20140410T171541,2.79E+01,1.20E+00,16,1,9.19,9.84,57,1,57,20  10  27,-1,1.27E+01
15,stillhands,stillhands,4,29,0,20140410T171541,3.00E+01,1.20E+00,17,0,30,30.1,-1,1,68,29   8  31,-1,3.29E+01
16,stillhands,stillhands,3,1,0,20140417T110617,3,1.20E+00,1,1,11.36,11.84,8,1,8,3  3  2,-1,1.48E+01
16,stillhands,stillhands,3,2,0,20140417T110617,3,1.20E+00,1,1,5.77,6.24,8,1,8,3  4  1,-1,9.00E+00
16,stillhands,stillhands,3,3,0,20140417T110617,3,1.20E+00,1,1,6.16,6.65,7,1,7,1  3  3,-1,9.34E+00
16,stillhands,stillhands,3,4,0,20140417T110617,2.30E+00,1.20E+00,2,1,3.15,3.57,5,1,5,2  1  2,-1,6.02E+00
16,stillhands,stillhands,3,5,0,20140417T110617,3.74E+00,1.20E+00,3,1,5.17,5.66,9,1,9,4  3  2,-1,8.35E+00
16,stillhands,stillhands,3,6,0,20140417T110617,5.28E+00,1.20E+00,4,1,3.62,4.17,12,1,12,5  6  1,-1,6.99E+00
16,stillhands,stillhands,3,7,0,20140417T110617,6.90E+00,1.20E+00,5,1,7.45,8.05,14,1,14,6  1  7,-1,1.09E+01
16,stillhands,stillhands,3,8,0,20140417T110617,8.59E+00,1.20E+00,6,1,6.61,7.06,21,1,21,8  5  8,-1,9.71E+00
16,stillhands,stillhands,3,9,0,20140417T110617,1.03E+01,1.20E+00,7,1,7.38,7.94,25,1,25,6   9  10,-1,1.08E+01
16,stillhands,stillhands,3,10,0,20140417T110617,1.21E+01,1.20E+00,8,1,4.35,4.86,25,1,25,1  12  12,-1,7.53E+00
16,stillhands,stillhands,3,11,0,20140417T110617,1.40E+01,1.20E+00,9,0,19.53,20.26,34,1,39,14  13  12,-1,2.34E+01
16,stillhands,stillhands,3,12,0,20140417T110617,1.21E+01,1.20E+00,8,1,20.02,20.66,31,1,31,8  10  13,-1,2.35E+01
16,stillhands,stillhands,3,13,0,20140417T110617,1.40E+01,1.20E+00,9,1,12.65,13.31,28,1,28,13   2  13,-1,1.62E+01
16,stillhands,stillhands,3,14,0,20140417T110617,1.58E+01,1.20E+00,10,0,15.05,17.19,37,1,36,15  10  11,-1,2.01E+01
16,stillhands,stillhands,3,15,0,20140417T110617,1.40E+01,1.20E+00,9,1,6.9,7.54,34,1,34,14  14   6,-1,1.07E+01
16,stillhands,stillhands,3,16,0,20140417T110617,1.58E+01,1.20E+00,10,1,11.4,12.21,30,1,30,1  13  16,-1,1.52E+01
16,stillhands,stillhands,3,17,0,20140417T110617,1.78E+01,1.20E+00,11,0,17.71,18.48,38,1,39,14  18   7,-1,2.16E+01
16,stillhands,stillhands,3,18,0,20140417T110617,1.58E+01,1.20E+00,10,1,20.08,20.76,35,1,35,16   8  11,-1,2.36E+01
16,stillhands,stillhands,3,19,0,20140417T110617,1.78E+01,1.20E+00,11,0,17.89,18.67,39,1,41,5  18  18,-1,2.17E+01
16,stillhands,stillhands,3,20,0,20140417T110617,1.58E+01,1.20E+00,10,0,13.88,14.7,39,1,29,15  12   2,-1,1.74E+01
16,stillhands,stillhands,3,21,0,20140417T110617,1.40E+01,1.20E+00,9,1,18.89,19.55,31,1,31,13   9   9,-1,2.25E+01
16,stillhands,stillhands,3,22,0,20140417T110617,1.58E+01,1.20E+00,10,0,22.39,23.05,32,1,22,5   1  16,-1,2.60E+01
16,stillhands,stillhands,3,23,0,20140417T110617,1.40E+01,1.20E+00,9,1,19.71,20.37,36,1,36,14   9  13,-1,2.34E+01
16,stillhands,stillhands,3,24,0,20140417T110617,1.58E+01,1.20E+00,10,0,10.07,10.82,24,1,34,11   7  16,-1,1.38E+01
